datetime, aapl , cash , commission , total ,returns, equity_curve 
10/2/2007," 2,723,997 "," 1,151,345 ", (116)," 3,875,342 ",1.0%, 3.88 
10/3/2007," 2,715,141 "," 1,151,345 ", (116)," 3,866,486 ",-0.2%, 3.87 
10/4/2007," 2,686,041 "," 1,151,345 ", (116)," 3,837,386 ",-0.8%, 3.84 
10/5/2007," 2,775,871 "," 1,151,345 ", (116)," 3,927,216 ",2.3%, 3.93 
10/8/2007," 2,885,944 "," 1,151,345 ", (116)," 4,037,289 ",2.8%, 4.04 
10/9/2007," 2,885,944 "," 1,151,345 ", (116)," 4,037,289 ",0.0%, 4.04 
10/10/2007," 2,866,966 "," 1,151,345 ", (116)," 4,018,311 ",-0.5%, 4.02 
10/11/2007," 2,788,523 "," 1,151,345 ", (116)," 3,939,868 ",-2.0%, 3.94 
10/12/2007," 2,874,557 "," 1,151,345 ", (116)," 4,025,902 ",2.2%, 4.03 
10/15/2007," 2,870,761 "," 1,151,345 ", (116)," 4,022,107 ",-0.1%, 4.02 
10/16/2007," 2,915,044 "," 1,151,345 ", (116)," 4,066,389 ",1.1%, 4.07 
10/17/2007," 2,969,448 "," 1,151,345 ", (116)," 4,120,793 ",1.3%, 4.12 
10/18/2007," 2,982,100 "," 1,151,345 ", (116)," 4,133,445 ",0.3%, 4.13 
10/19/2007," 2,928,961 "," 1,151,345 ", (116)," 4,080,306 ",-1.3%, 4.08 
10/22/2007," 2,997,282 "," 1,151,345 ", (116)," 4,148,628 ",1.7%, 4.15 
10/23/2007," 3,199,716 "," 1,151,345 ", (116)," 4,351,061 ",4.9%, 4.35 
10/24/2007," 3,195,920 "," 1,151,345 ", (116)," 4,347,266 ",-0.1%, 4.35 
10/25/2007," 3,141,516 "," 1,151,345 ", (116)," 4,292,862 ",-1.3%, 4.29 
10/26/2007," 3,175,677 "," 1,151,345 ", (116)," 4,327,022 ",0.8%, 4.33 
10/29/2007," 3,182,003 "," 1,151,345 ", (116)," 4,333,348 ",0.1%, 4.33 
10/30/2007," 3,214,899 "," 1,151,345 ", (116)," 4,366,244 ",0.8%, 4.37 
10/31/2007," 3,265,507 "," 1,151,345 ", (116)," 4,416,852 ",1.2%, 4.42 
11/1/2007," 3,222,490 "," 1,151,345 ", (116)," 4,373,835 ",-1.0%, 4.37 
11/2/2007," 3,230,081 "," 1,151,345 ", (116)," 4,381,426 ",0.2%, 4.38 
11/5/2007," 3,200,981 "," 1,151,345 ", (116)," 4,352,326 ",-0.7%, 4.35 
11/6/2007," 3,297,137 "," 1,151,345 ", (116)," 4,448,482 ",2.2%, 4.45 
11/7/2007," 3,202,247 "," 1,151,345 ", (116)," 4,353,592 ",-2.1%, 4.35 
11/8/2007," 3,016,261 "," 1,151,345 ", (116)," 4,167,606 ",-4.3%, 4.17 
11/9/2007," 2,842,927 "," 1,151,345 ", (116)," 3,994,272 ",-4.2%, 3.99 
11/12/2007," 2,643,024 "," 1,151,345 ", (116)," 3,794,369 ",-5.0%, 3.79 
11/13/2007," 2,921,370 "," 1,151,345 ", (116)," 4,072,715 ",7.3%, 4.07 
11/14/2007," 2,855,579 "," 1,151,345 ", (116)," 4,006,924 ",-1.6%, 4.01 
11/15/2007," 2,823,949 "," 1,151,345 ", (116)," 3,975,294 ",-0.8%, 3.98 
11/16/2007," 2,860,640 "," 1,151,345 ", (116)," 4,011,985 ",0.9%, 4.01 
11/19/2007," 2,818,888 "," 1,151,345 ", (116)," 3,970,233 ",-1.0%, 3.97 
11/20/2007," 2,902,392 "," 1,151,345 ", (116)," 4,053,737 ",2.1%, 4.05 
11/21/2007," 2,896,066 "," 1,151,345 ", (116)," 4,047,411 ",-0.2%, 4.05 
11/23/2007," 2,949,205 "," 1,151,345 ", (116)," 4,100,550 ",1.3%, 4.10 
11/26/2007," 2,965,652 "," 1,151,345 ", (116)," 4,116,997 ",0.4%, 4.12 
11/27/2007," 3,004,874 "," 1,151,345 ", (116)," 4,156,219 ",1.0%, 4.16 
11/28/2007," 3,098,499 "," 1,151,345 ", (116)," 4,249,844 ",2.3%, 4.25 
11/29/2007," 3,168,086 "," 1,151,345 ", (116)," 4,319,431 ",1.6%, 4.32 
11/30/2007," 3,132,660 "," 1,151,345 ", (116)," 4,284,005 ",-0.8%, 4.28 
12/3/2007," 3,074,460 "," 1,151,345 ", (116)," 4,225,805 ",-1.4%, 4.23 
12/4/2007," 3,090,908 "," 1,151,345 ", (116)," 4,242,253 ",0.4%, 4.24 
12/5/2007," 3,188,329 "," 1,151,345 ", (116)," 4,339,674 ",2.3%, 4.34 
12/6/2007," 3,265,507 "," 1,151,345 ", (116)," 4,416,852 ",1.8%, 4.42 
12/7/2007," 3,340,154 "," 1,151,345 ", (116)," 4,491,500 ",1.7%, 4.49 
12/10/2007," 3,338,889 "," 1,151,345 ", (116)," 4,490,234 ",0.0%, 4.49 
12/11/2007," 3,241,468 "," 1,151,345 ", (116)," 4,392,813 ",-2.2%, 4.39 
12/12/2007," 3,280,690 "," 1,151,345 ", (116)," 4,432,035 ",0.9%, 4.43 
12/13/2007," 3,297,137 "," 1,151,345 ", (116)," 4,448,482 ",0.4%, 4.45 
12/14/2007," 3,273,098 "," 1,151,345 ", (116)," 4,424,443 ",-0.5%, 4.42 
12/17/2007," 3,169,351 "," 1,151,345 ", (116)," 4,320,696 ",-2.3%, 4.32 
12/18/2007," 3,145,312 "," 1,151,345 ", (116)," 4,296,657 ",-0.6%, 4.30 
12/19/2007," 3,147,842 "," 1,151,345 ", (116)," 4,299,188 ",0.1%, 4.30 
12/20/2007," 3,218,694 "," 1,151,345 ", (116)," 4,370,039 ",1.6%, 4.37 
12/21/2007," 3,333,828 "," 1,151,345 ", (116)," 4,485,173 ",2.6%, 4.49 
12/24/2007," 3,417,332 "," 1,151,345 ", (116)," 4,568,677 ",1.9%, 4.57 
12/26/2007," 3,419,863 "," 1,151,345 ", (116)," 4,571,208 ",0.1%, 4.57 
12/27/2007," 3,413,537 "," 1,151,345 ", (116)," 4,564,882 ",-0.1%, 4.56 
12/28/2007," 3,435,045 "," 1,151,345 ", (116)," 4,586,390 ",0.5%, 4.59 
12/31/2007," 3,404,680 "," 1,151,345 ", (116)," 4,556,025 ",-0.7%, 4.56 
1/2/2008," 3,349,011 "," 1,151,345 ", (116)," 4,500,356 ",-1.2%, 4.50 
1/3/2008," 3,351,541 "," 1,151,345 ", (116)," 4,502,886 ",0.1%, 4.50 
1/4/2008," 3,094,704 "," 1,151,345 ", (116)," 4,246,049 ",-5.7%, 4.25 
1/7/2008," 3,054,217 "," 1,151,345 ", (116)," 4,205,562 ",-1.0%, 4.21 
1/8/2008," 2,944,144 "," 1,151,345 ", (116)," 4,095,489 ",-2.6%, 4.10 
1/9/2008," 3,083,317 "," 1,151,345 ", (116)," 4,234,662 ",3.4%, 4.23 
1/10/2008," 3,060,543 "," 1,151,345 ", (116)," 4,211,888 ",-0.5%, 4.21 
1/11/2008," 2,968,183 "," 1,151,345 ", (116)," 4,119,528 ",-2.2%, 4.12 
1/14/2008," 3,073,195 "," 1,151,345 ", (116)," 4,224,540 ",2.5%, 4.22 
1/15/2008," 2,906,187 "," 1,151,345 ", (116)," 4,057,533 ",-4.0%, 4.06 
1/16/2008," 2,744,240 "," 1,151,345 ", (116)," 3,895,586 ",-4.0%, 3.90 
1/17/2008," 2,765,749 "," 1,151,345 ", (116)," 3,917,094 ",0.6%, 3.92 
1/18/2008," 2,773,340 "," 1,151,345 ", (116)," 3,924,685 ",0.2%, 3.92 
1/22/2008," 2,675,919 "," 1,151,345 ", (116)," 3,827,264 ",-2.5%, 3.83 
1/23/2008," 2,391,247 "," 1,151,345 ", (116)," 3,542,592 ",-7.4%, 3.54 
1/24/2008," 2,330,517 "," 1,151,345 ", (116)," 3,481,862 ",-1.7%, 3.48 
1/25/2008," 2,234,361 "," 1,151,345 ", (116)," 3,385,706 ",-2.8%, 3.39 
1/28/2008," 2,234,361 "," 1,151,345 ", (116)," 3,385,706 ",0.0%, 3.39 
1/29/2008," 2,260,930 "," 1,151,345 ", (116)," 3,412,275 ",0.8%, 3.41 
1/30/2008," 2,272,317 "," 1,151,345 ", (116)," 3,423,662 ",0.3%, 3.42 
1/31/2008," 2,326,721 "," 1,151,345 ", (116)," 3,478,066 ",1.6%, 3.48 
2/1/2008," 2,298,887 "," 1,151,345 ", (116)," 3,450,232 ",-0.8%, 3.45 
2/4/2008," 2,263,461 "," 1,151,345 ", (116)," 3,414,806 ",-1.0%, 3.41 
2/5/2008," 2,224,239 "," 1,151,345 ", (116)," 3,375,584 ",-1.1%, 3.38 
2/6/2008," 2,097,718 "," 1,151,345 ", (116)," 3,249,063 ",-3.7%, 3.25 
2/7/2008," 2,083,801 "," 1,151,345 ", (116)," 3,235,146 ",-0.4%, 3.24 
2/8/2008," 2,157,183 "," 1,151,345 ", (116)," 3,308,528 ",2.3%, 3.31 
2/11/2008," 2,225,504 "," 1,151,345 ", (116)," 3,376,850 ",2.1%, 3.38 
2/12/2008," 2,145,796 "," 1,151,345 ", (116)," 3,297,141 ",-2.4%, 3.30 
2/13/2008," 2,224,239 "," 1,151,345 ", (116)," 3,375,584 ",2.4%, 3.38 
2/14/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/15/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/19/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/20/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/21/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/22/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/25/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/26/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/27/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/28/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
2/29/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/3/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/4/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/5/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/6/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/7/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/10/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/11/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/12/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/13/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/14/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/17/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/18/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/19/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/20/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/24/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/25/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/26/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/27/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/28/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
3/31/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/1/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/2/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/3/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/4/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/7/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/8/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/9/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/10/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/11/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/14/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/15/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/16/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/17/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/18/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/21/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/22/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/23/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/24/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/25/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/28/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/29/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
4/30/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/1/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/2/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/5/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/6/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/7/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/8/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/9/2008, -   ," 3,375,575 ", (125)," 3,375,575 ",0.0%, 3.38 
5/12/2008," 1,731,115 "," 1,687,780 ", (134)," 3,418,895 ",1.3%, 3.42 
5/13/2008," 1,747,363 "," 1,687,780 ", (134)," 3,435,143 ",0.5%, 3.44 
5/14/2008," 1,713,512 "," 1,687,780 ", (134)," 3,401,293 ",-1.0%, 3.40 
5/15/2008," 1,745,332 "," 1,687,780 ", (134)," 3,433,112 ",0.9%, 3.43 
5/16/2008," 1,725,698 "," 1,687,780 ", (134)," 3,413,479 ",-0.6%, 3.41 
5/19/2008," 1,689,140 "," 1,687,780 ", (134)," 3,376,920 ",-1.1%, 3.38 
5/20/2008," 1,710,127 "," 1,687,780 ", (134)," 3,397,908 ",0.6%, 3.40 
5/21/2008," 1,639,041 "," 1,687,780 ", (134)," 3,326,822 ",-2.1%, 3.33 
5/22/2008," 1,628,886 "," 1,687,780 ", (134)," 3,316,667 ",-0.3%, 3.32 
5/23/2008," 1,666,799 "," 1,687,780 ", (134)," 3,354,579 ",1.1%, 3.35 
5/27/2008," 1,714,866 "," 1,687,780 ", (134)," 3,402,647 ",1.4%, 3.40 
5/28/2008," 1,720,282 "," 1,687,780 ", (134)," 3,408,063 ",0.2%, 3.41 
5/29/2008," 1,717,574 "," 1,687,780 ", (134)," 3,405,355 ",-0.1%, 3.41 
5/30/2008," 1,736,531 "," 1,687,780 ", (134)," 3,424,311 ",0.6%, 3.42 
6/2/2008," 1,712,158 "," 1,687,780 ", (134)," 3,399,939 ",-0.7%, 3.40 
6/3/2008," 1,705,388 "," 1,687,780 ", (134)," 3,393,169 ",-0.2%, 3.39 
6/4/2008," 1,703,357 "," 1,687,780 ", (134)," 3,391,138 ",-0.1%, 3.39 
6/5/2008," 1,742,624 "," 1,687,780 ", (134)," 3,430,404 ",1.2%, 3.43 
6/6/2008," 1,707,419 "," 1,687,780 ", (134)," 3,395,200 ",-1.0%, 3.40 
6/9/2008," 1,670,861 "," 1,687,780 ", (134)," 3,358,641 ",-1.1%, 3.36 
6/10/2008," 1,707,419 "," 1,687,780 ", (134)," 3,395,200 ",1.1%, 3.40 
6/11/2008," 1,663,414 "," 1,687,780 ", (134)," 3,351,194 ",-1.3%, 3.35 
6/12/2008," 1,593,682 "," 1,687,780 ", (134)," 3,281,462 ",-2.1%, 3.28 
6/13/2008," 1,585,557 "," 1,687,780 ", (134)," 3,273,338 ",-0.2%, 3.27 
6/16/2008," 1,626,855 "," 1,687,780 ", (134)," 3,314,636 ",1.3%, 3.31 
6/17/2008," 1,668,830 "," 1,687,780 ", (134)," 3,356,610 ",1.3%, 3.36 
6/18/2008," 1,644,457 "," 1,687,780 ", (134)," 3,332,238 ",-0.7%, 3.33 
6/19/2008," 1,664,091 "," 1,687,780 ", (134)," 3,351,871 ",0.6%, 3.35 
6/20/2008," 1,611,961 "," 1,687,780 ", (134)," 3,299,741 ",-1.6%, 3.30 
6/23/2008," 1,593,005 "," 1,687,780 ", (134)," 3,280,785 ",-0.6%, 3.28 
6/24/2008," 1,593,682 "," 1,687,780 ", (134)," 3,281,462 ",0.0%, 3.28 
6/25/2008," 1,631,594 "," 1,687,780 ", (134)," 3,319,375 ",1.2%, 3.32 
6/26/2008," 1,547,645 "," 1,687,780 ", (134)," 3,235,425 ",-2.5%, 3.24 
6/27/2008," 1,564,570 "," 1,687,780 ", (134)," 3,252,351 ",0.5%, 3.25 
6/30/2008," 1,540,198 "," 1,687,780 ", (134)," 3,227,978 ",-0.7%, 3.23 
7/1/2008," 1,606,545 "," 1,687,780 ", (134)," 3,294,325 ",2.1%, 3.29 
7/2/2008," 1,546,968 "," 1,687,780 ", (134)," 3,234,748 ",-1.8%, 3.23 
7/3/2008," 1,564,570 "," 1,687,780 ", (134)," 3,252,351 ",0.5%, 3.25 
7/7/2008," 1,611,284 "," 1,687,780 ", (134)," 3,299,064 ",1.4%, 3.30 
7/8/2008," 1,651,904 "," 1,687,780 ", (134)," 3,339,685 ",1.2%, 3.34 
7/9/2008," 1,603,160 "," 1,687,780 ", (134)," 3,290,940 ",-1.5%, 3.29 
7/10/2008," 1,624,824 "," 1,687,780 ", (134)," 3,312,604 ",0.7%, 3.31 
7/11/2008," 1,587,588 "," 1,687,780 ", (134)," 3,275,369 ",-1.1%, 3.28 
7/14/2008," 1,599,098 "," 1,687,780 ", (134)," 3,286,878 ",0.4%, 3.29 
7/15/2008," 1,560,508 "," 1,687,780 ", (134)," 3,248,289 ",-1.2%, 3.25 
7/16/2008," 1,589,619 "," 1,687,780 ", (134)," 3,277,400 ",0.9%, 3.28 
7/17/2008," 1,580,141 "," 1,687,780 ", (134)," 3,267,922 ",-0.3%, 3.27 
7/18/2008," 1,519,210 "," 1,687,780 ", (134)," 3,206,991 ",-1.9%, 3.21 
7/21/2008," 1,529,366 "," 1,687,780 ", (134)," 3,217,146 ",0.3%, 3.22 
7/22/2008," 1,490,099 "," 1,687,780 ", (134)," 3,177,880 ",-1.2%, 3.18 
7/23/2008," 1,529,366 "," 1,687,780 ", (134)," 3,217,146 ",1.2%, 3.22 
7/24/2008," 1,463,019 "," 1,687,780 ", (134)," 3,150,799 ",-2.1%, 3.15 
7/25/2008," 1,491,453 "," 1,687,780 ", (134)," 3,179,234 ",0.9%, 3.18 
7/28/2008," 1,420,367 "," 1,687,780 ", (134)," 3,108,147 ",-2.2%, 3.11 
7/29/2008," 1,444,739 "," 1,687,780 ", (134)," 3,132,520 ",0.8%, 3.13 
7/30/2008," 1,470,466 "," 1,687,780 ", (134)," 3,158,246 ",0.8%, 3.16 
7/31/2008," 1,462,342 "," 1,687,780 ", (134)," 3,150,122 ",-0.3%, 3.15 
8/1/2008," 1,441,354 "," 1,687,780 ", (134)," 3,129,135 ",-0.7%, 3.13 
8/4/2008," 1,409,535 "," 1,687,780 ", (134)," 3,097,315 ",-1.0%, 3.10 
8/5/2008," 1,477,913 "," 1,687,780 ", (134)," 3,165,693 ",2.2%, 3.17 
8/6/2008," 1,510,409 "," 1,687,780 ", (134)," 3,198,190 ",1.0%, 3.20 
8/7/2008," 1,504,316 "," 1,687,780 ", (134)," 3,192,097 ",-0.2%, 3.19 
8/8/2008," 1,559,831 "," 1,687,780 ", (134)," 3,247,612 ",1.7%, 3.25 
8/11/2008," 1,596,390 "," 1,687,780 ", (134)," 3,284,170 ",1.1%, 3.28 
8/12/2008," 1,625,501 "," 1,687,780 ", (134)," 3,313,282 ",0.9%, 3.31 
8/13/2008," 1,649,196 "," 1,687,780 ", (134)," 3,336,977 ",0.7%, 3.34 
8/14/2008," 1,649,196 "," 1,687,780 ", (134)," 3,336,977 ",0.0%, 3.34 
8/15/2008," 1,616,700 "," 1,687,780 ", (134)," 3,304,480 ",-1.0%, 3.30 
8/18/2008," 1,613,315 "," 1,687,780 ", (134)," 3,301,095 ",-0.1%, 3.30 
8/19/2008," 1,596,390 "," 1,687,780 ", (134)," 3,284,170 ",-0.5%, 3.28 
8/20/2008," 1,617,377 "," 1,687,780 ", (134)," 3,305,157 ",0.6%, 3.31 
8/21/2008," 1,603,160 "," 1,687,780 ", (134)," 3,290,940 ",-0.4%, 3.29 
8/22/2008," 1,626,178 "," 1,687,780 ", (134)," 3,313,959 ",0.7%, 3.31 
8/25/2008," 1,586,911 "," 1,687,780 ", (134)," 3,274,692 ",-1.2%, 3.27 
8/26/2008," 1,597,067 "," 1,687,780 ", (134)," 3,284,847 ",0.3%, 3.28 
8/27/2008," 1,606,545 "," 1,687,780 ", (134)," 3,294,325 ",0.3%, 3.29 
8/28/2008," 1,598,421 "," 1,687,780 ", (134)," 3,286,201 ",-0.2%, 3.29 
8/29/2008," 1,559,154 "," 1,687,780 ", (134)," 3,246,935 ",-1.2%, 3.25 
9/2/2008," 1,528,689 "," 1,687,780 ", (134)," 3,216,469 ",-0.9%, 3.22 
9/3/2008," 1,535,459 "," 1,687,780 ", (134)," 3,223,239 ",0.2%, 3.22 
9/4/2008," 1,482,652 "," 1,687,780 ", (134)," 3,170,432 ",-1.6%, 3.17 
9/5/2008," 1,473,174 "," 1,687,780 ", (134)," 3,160,954 ",-0.3%, 3.16 
9/8/2008," 1,452,863 "," 1,687,780 ", (134)," 3,140,644 ",-0.6%, 3.14 
9/9/2008," 1,395,318 "," 1,687,780 ", (134)," 3,083,098 ",-1.8%, 3.08 
9/10/2008," 1,394,641 "," 1,687,780 ", (134)," 3,082,421 ",0.0%, 3.08 
9/11/2008," 1,404,119 "," 1,687,780 ", (134)," 3,091,899 ",0.3%, 3.09 
9/12/2008," 1,370,268 "," 1,687,780 ", (134)," 3,058,049 ",-1.1%, 3.06 
9/15/2008," 1,291,058 "," 1,687,780 ", (134)," 2,978,839 ",-2.6%, 2.98 
9/16/2008," 1,286,996 "," 1,687,780 ", (134)," 2,974,777 ",-0.1%, 2.97 
9/17/2008," 1,175,966 "," 1,687,780 ", (134)," 2,863,747 ",-3.7%, 2.86 
9/18/2008," 1,233,512 "," 1,687,780 ", (134)," 2,921,293 ",2.0%, 2.92 
9/19/2008," 1,296,474 "," 1,687,780 ", (134)," 2,984,255 ",2.2%, 2.98 
9/22/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/23/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/24/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/25/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/26/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/29/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
9/30/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/1/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/2/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/3/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/6/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/7/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/8/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/9/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/10/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/13/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/14/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/15/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/16/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/17/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/20/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/21/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/22/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/23/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/24/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/27/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/28/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/29/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/30/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
10/31/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/3/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/4/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/5/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/6/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/7/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/10/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/11/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/12/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/13/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/14/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/17/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/18/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/19/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/20/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/21/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/24/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/25/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/26/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
11/28/2008, -   ," 2,984,246 ", (143)," 2,984,246 ",0.0%, 2.98 
